addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"ул. Горького, д. 54, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.521854,49.410952,,,74955321300,,136,,,,https://www.pochtabank.ru/
"ул. Автостроителей, д. 57, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.528491,49.328397,,,74955321300,,137,,,,https://www.pochtabank.ru/
"ул. Богородский Вал, д. 6, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.802432,37.704547,,,74955321300,,138,,,,https://www.pochtabank.ru/
"ул. Нижняя Красносельская, д. 43, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.773763,37.675002,,,74955321300,,139,,,,https://www.pochtabank.ru/
"ул. Карла Маркса, д. 108, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.95129,40.853717,,,74955321300,,140,,,,https://www.pochtabank.ru/
"ул. Свердлова, д. 28, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.52786,49.304187,,,74955321300,,141,,,,https://www.pochtabank.ru/
"Жулебинский б-р, д. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.699472,37.842358,,,74955321300,,142,,,,https://www.pochtabank.ru/
"Кадашевская наб., д. 36, стр. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.745726,37.625702,,,74955321300,,143,,,,https://www.pochtabank.ru/
"Новочеркасский б-р, д. 44, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.646284,37.737542,,,74955321300,,144,,,,https://www.pochtabank.ru/
"пр-т Карла Маркса, д. 304, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.23205,50.22532,,,74955321300,,145,,,,https://www.pochtabank.ru/
"Нагорный б-р, д. 10, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.67226,37.595707,,,74955321300,,146,,,,https://www.pochtabank.ru/
"ул. Куйбышева, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.364241,41.330983,,,74955321300,,147,,,,https://www.pochtabank.ru/
"2-я ул. Марьиной Рощи, д. 22, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.799955,37.619221,,,74955321300,,148,,,,https://www.pochtabank.ru/
"ул. Героев Панфиловцев, д. 12, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.858771,37.429672,,,74955321300,,149,,,,https://www.pochtabank.ru/
"ул. Дубининская, д. 11, стр. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.728008,37.63835,,,74955321300,,150,,,,https://www.pochtabank.ru/
"ул. Дубнинская, д. 30, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.880677,37.558643,,,74955321300,,151,,,,https://www.pochtabank.ru/
"ул. Мичурина, д. 9, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.200123,50.133566,,,74955321300,,152,,,,https://www.pochtabank.ru/
"ул. Кастанаевская, д. 25, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.736001,37.483157,,,74955321300,,153,,,,https://www.pochtabank.ru/
"ул. Тарусская, д. 14, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.605226,37.530813,,,74955321300,,154,,,,https://www.pochtabank.ru/
"Новодевичий пр-д, д. 10, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.729863,37.557511,,,74955321300,,155,,,,https://www.pochtabank.ru/
"ул. Академика Королева, д. 9, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.82092,37.62387,,,74955321300,,156,,,,https://www.pochtabank.ru/
"ул. Большая Черкизовская, д. 30, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.799603,37.740956,,,74955321300,,158,,,,https://www.pochtabank.ru/
"ул. Перовская, д. 33, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.747485,37.775856,,,74955321300,,159,,,,https://www.pochtabank.ru/
"ул. Чертановская, д. 9, стр. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.629044,37.600567,,,74955321300,,160,,,,https://www.pochtabank.ru/
"Можайское ш., д. 42, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.71837,37.411373,,,74955321300,,161,,,,https://www.pochtabank.ru/
"Ленинградский пр-т, д. 56, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.79851,37.537955,,,74955321300,,163,,,,https://www.pochtabank.ru/
"ул. Пятницкая, д. 54, стр. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.733923,37.627337,,,74955321300,,164,,,,https://www.pochtabank.ru/
"Пятницкое ш., д. 12, корп. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.840851,37.386921,,,74955321300,,165,,,,https://www.pochtabank.ru/
"Волжский бул., д. 16, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.711938,37.744053,,,74955321300,,166,,,,https://www.pochtabank.ru/
"ул. Криворожская, д. 23, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.668264,37.610646,,,74955321300,,168,,,,https://www.pochtabank.ru/
"ул. Большая Филевская, д. 13, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.748523,37.500405,,,74955321300,,169,,,,https://www.pochtabank.ru/
"ул. Ясеневая, д. 19, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.603527,37.73058,,,74955321300,,170,,,,https://www.pochtabank.ru/
"Мичуринский пр-т, д. 47, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.687243,37.481945,,,74955321300,,171,,,,https://www.pochtabank.ru/
"Рублевское ш., д. 16, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.740188,37.43437,,,74955321300,,172,,,,https://www.pochtabank.ru/
"пл. Победы, д. 1Б, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.735596,37.519539,,,74955321300,,173,,,,https://www.pochtabank.ru/
"ул. Усачева, д. 29, корп. 9, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.723374,37.562353,,,74955321300,,174,,,,https://www.pochtabank.ru/
"ул. Гоголя, д. 14, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.17519,48.494976,,,74955321300,,175,,,,https://www.pochtabank.ru/
"ул. Ленина, д. 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.601411,37.166546,,,74955321300,,178,,,,https://www.pochtabank.ru/
"ул. 3 Интернационала, д. 171, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.84256,38.405907,,,74955321300,,179,,,,https://www.pochtabank.ru/
"ул. Советская, д. 42, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.938379,51.16856,,,74955321300,,180,,,,https://www.pochtabank.ru/
"ул. Академика Кузнецова, д. 9, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.342807,50.221807,,,74955321300,,181,,,,https://www.pochtabank.ru/
"ул. Параллельная, д. 12, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.625465,38.065939,,,74955321300,,182,,,,https://www.pochtabank.ru/
"ул. Вольская, д. 61, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.217063,50.239306,,,74955321300,,183,,,,https://www.pochtabank.ru/
"Рижский пр-т, д. 50, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,57.815827,28.302851,,,74955321300,,184,,,,https://www.pochtabank.ru/
"ул. Ленина, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.388452,48.679588,,,74955321300,,185,,,,https://www.pochtabank.ru/
"ул. Сестрорецкая, д. 7а, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,59.987061,30.288748,,,74955321300,,186,,,,https://www.pochtabank.ru/
"ул. Гагарина, д. 106, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.167935,37.434415,,,74955321300,,187,,,,https://www.pochtabank.ru/
"ул. Строителей, д. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.415465,38.172372,,,74955321300,,188,,,,https://www.pochtabank.ru/
"Варшавское ш., д.128, корп.1, стр.2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.623874,37.614213,,,74955321300,,189,,,,https://www.pochtabank.ru/
"Южный пр-д, д. 7, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.407591,37.56529,,,74955321300,,190,,,,https://www.pochtabank.ru/
"ул. Санникова, д. 13, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.862075,37.597998,,,74955321300,,192,,,,https://www.pochtabank.ru/
"Рязанский пр-т, д. 82, корп. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.708728,37.825626,,,74955321300,,193,,,,https://www.pochtabank.ru/
"ул. Первомайская, д. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.367566,37.534918,,,74955321300,,194,,,,https://www.pochtabank.ru/
"Олимпийский пр-т, д. 23, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.925264,37.752832,,,74955321300,,195,,,,https://www.pochtabank.ru/
"д. 29, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.588481,37.755545,,,74955321300,,196,,,,https://www.pochtabank.ru/
"ул. Перерва, д. 24, стр. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.651547,37.730553,,,74955321300,,197,,,,https://www.pochtabank.ru/
"ул. Кузьмина, д. 47а, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.765174,38.673488,,,74955321300,,199,,,,https://www.pochtabank.ru/
"ул. Маршала Василевского, д. 15, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.807602,37.464994,,,74955321300,,200,,,,https://www.pochtabank.ru/
"д. 8, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.702967,37.025762,,,74955321300,,201,,,,https://www.pochtabank.ru/
"Комсомольский пр-т, д. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.733006,37.593255,,,74955321300,,202,,,,https://www.pochtabank.ru/
"кв. Спартак, д. 17, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.920135,37.37197,,,74955321300,,204,,,,https://www.pochtabank.ru/
"ул. Шверника, д. 13, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.691679,37.589096,,,74955321300,,205,,,,https://www.pochtabank.ru/
"2-й Щелковский пр-д, д. 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.922651,37.782952,,,74955321300,,206,,,,https://www.pochtabank.ru/
"ул. Малая Грузинская, д. 46, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.770076,37.57298,,,74955321300,,207,,,,https://www.pochtabank.ru/
"ул. 2-я Владимирская, д. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.762075,37.77935,,,74955321300,,208,,,,https://www.pochtabank.ru/
"ул. Сергия Радонежского, д. 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.746385,37.672621,,,74955321300,,209,,,,https://www.pochtabank.ru/
"Осенний бул., д. 11, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.758732,37.40672,,,74955321300,,210,,,,https://www.pochtabank.ru/
"ул. Осипенко, д. 41А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.197216,50.147642,,,74955321300,,211,,,,https://www.pochtabank.ru/
"ул. Фадеева, д. 4А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.793875,37.974608,,,74955321300,,214,,,,https://www.pochtabank.ru/
"ул. Петрозаводская, д. 9, корп. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.865066,37.494701,,,74955321300,,215,,,,https://www.pochtabank.ru/
"ул. Большая Очаковская, д. 17, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.682138,37.456882,,,74955321300,,216,,,,https://www.pochtabank.ru/
"Варшавское ш., д. 59А, стр. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.675067,37.627301,,,74955321300,,217,,,,https://www.pochtabank.ru/
"Богословский пер., д. 8/15, стр. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.762454,37.599813,,,74955321300,,218,,,,https://www.pochtabank.ru/
"ул.Новочеремушкинская, д.56, корп.1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.668975,37.564572,,,74955321300,,220,,,,https://www.pochtabank.ru/
"ул. Чайковского, д. 24, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.9767,37.818894,,,74955321300,,221,,,,https://www.pochtabank.ru/
"ул. Ленина, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.286697,37.485152,,,74955321300,,222,,,,https://www.pochtabank.ru/
"Волоколамское ш., д. 15/22, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.808776,37.493228,,,74955321300,,223,,,,https://www.pochtabank.ru/
"Востряковский пр-д,д.11,корп.1,стр.2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.579256,37.643426,,,74955321300,,224,,,,https://www.pochtabank.ru/
"ул. 2-я Дубровская, д. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.729483,37.6706,,,74955321300,,225,,,,https://www.pochtabank.ru/
"ул. Хабарова, д. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.593868,37.351896,,,74955321300,,227,,,,https://www.pochtabank.ru/
"ул. Красноказарменная, д. 9, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.758139,37.697729,,,74955321300,,228,,,,https://www.pochtabank.ru/
"ул. Митинская, д. 40, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.847796,37.360115,,,74955321300,,230,,,,https://www.pochtabank.ru/
"ул. Симферопольская, д. 4А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.507713,37.571471,,,74955321300,,232,,,,https://www.pochtabank.ru/
"ул. Октябрьской Революции, д. 188, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.102143,38.753151,,,74955321300,,233,,,,https://www.pochtabank.ru/
"ул. Ленина, д. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,54.884048,37.122151,,,74955321300,,234,,,,https://www.pochtabank.ru/
"ул. Комсомольская, д. 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.666538,37.282088,,,74955321300,,242,,,,https://www.pochtabank.ru/
"д. 29, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,59.876401,31.330591,,,74955321300,,245,,,,https://www.pochtabank.ru/
"ул. Малая Семеновская, д. 9, стр. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.785280569,37.7087425,,,74955321300,,2001,,,,https://www.pochtabank.ru/
"ул. Калинина, д. 8, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.767382,37.857629,,,74955321300,,2003,,,,https://www.pochtabank.ru/
"ул. Интернациональная, д. 37, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.362661,44.061898,,,74955321300,,2005,,,,https://www.pochtabank.ru/
"пр-т Советский, д. 11, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.597787,44.547014,,,74955321300,,2006,,,,https://www.pochtabank.ru/
"ул. Песочная, д. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.108165,40.435454,,,74955321300,,2007,,,,https://www.pochtabank.ru/
"ул. Шебалдина, д. 60, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.025741,73.414026,,,74955321300,,2008,,,,https://www.pochtabank.ru/
"ул. Чайковского, д. 7, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.989649,40.012717,,,74955321300,,2009,,,,https://www.pochtabank.ru/
"ул. 70 лет Октября, д. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,54.095589,35.370947,,,74955321300,,2010,,,,https://www.pochtabank.ru/
"ул. Нижегородская, д. 34, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.404992,43.846707,,,74955321300,,2011,,,,https://www.pochtabank.ru/
"пл. Ленина, д. 16, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,54.697646,44.863886,,,74955321300,,2012,,,,https://www.pochtabank.ru/
"д. 34А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.504828,37.338547,,,74955321300,,2013,,,,https://www.pochtabank.ru/
"пр-т Мира, д. 124, корп. 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.816084,37.639582,,,74955321300,,2014,,,,https://www.pochtabank.ru/
"ул. Малая Семеновская, д. 9, стр. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.785280569,37.7087425,,,74955321300,,2015,,,,https://www.pochtabank.ru/
"ул. Краснодонцев, д. 106, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,59.12893,38.00604,,,74955321300,,2016,,,,https://www.pochtabank.ru/
"ул. Калинина, д. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,57.140934,43.159951,,,74955321300,,2017,,,,https://www.pochtabank.ru/
"пр-т Карла Маркса, д. 472, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.246881,50.258207,,,74955321300,,2018,,,,https://www.pochtabank.ru/
"Комсомольская пл., д. 10, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,52.965696,43.415295,,,74955321300,,2019,,,,https://www.pochtabank.ru/
"ул. Макаренко, д. 54, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,47.446403,40.113955,,,74955321300,,2020,,,,https://www.pochtabank.ru/
"ул. Победы, д. 102, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.217052,50.257066,,,74955321300,,2021,,,,https://www.pochtabank.ru/
"ул. Чкалова, д. 7, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.328337,42.167447,,,74955321300,,2022,,,,https://www.pochtabank.ru/
"ул. Советская, д. 26, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,53.149594,48.461019,,,74955321300,,2023,,,,https://www.pochtabank.ru/
"пр-т Лермонтова, д. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,44.106632,42.977622,,,74955321300,,2025,,,,https://www.pochtabank.ru/
"пр-т Октября, д. 16, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.251202,43.866514,,,74955321300,,2026,,,,https://www.pochtabank.ru/
"пр-т Ленина, д. 63, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.116869,40.349556,,,74955321300,,2027,,,,https://www.pochtabank.ru/
"ул. Космонавтов, д. 4В, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.056855,45.857995,,,74955321300,,2028,,,,https://www.pochtabank.ru/
"ул. Чаадаева, д. 43, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.331882,43.835944,,,74955321300,,2030,,,,https://www.pochtabank.ru/
"ул. Диктора Левитана, д. 39, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,56.110962,40.373586,,,74955321300,,2031,,,,https://www.pochtabank.ru/
"ул. Украинская, д. 48А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,44.050195,43.04116,,,74955321300,,2032,,,,https://www.pochtabank.ru/
"ул. Советская, д. 27, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,54.261778,36.164817,,,74955321300,,2033,,,,https://www.pochtabank.ru/
"ул. Оломоуцкая, д. 44, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,48.766011,44.811272,,,74955321300,,2034,,,,https://www.pochtabank.ru/
"ул. Рабочая, д. 101А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_atm_dac'},,55.276539,38.755127,,,74955321300,,2035,,,,https://www.pochtabank.ru/
