addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"Б-Р. МАРШАЛА РОКОССОВСКОГО Д.33/12, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.81648,37.714545,,,74955321300,,107258,,,,https://www.pochtabank.ru/
"б-р Маршала Рокоссовского, д. 7, корп. 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.809768,37.724499,,,74955321300,,107370,,,,https://www.pochtabank.ru/
"ш Щёлковское, д. 81, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.811336,37.812516,,,74955321300,,107497,,,,https://www.pochtabank.ru/
"УЛ. ЧЕРКИЗОВСКАЯ Б. Д.30, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.799603,37.740965,,,74955321300,,107553,,,,https://www.pochtabank.ru/
"УЛ. МИЛЛИОННАЯ Д.11, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.816713,37.696516,,,74955321300,,107564,,,,https://www.pochtabank.ru/
"УЛ. ХАБАРОВСКАЯ Д.14, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.823201,37.82617,,,74955321300,,107589,,,,https://www.pochtabank.ru/
"рп Киевский, д. 24, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.431586,36.867057,,,74955321300,,108800,,,,https://www.pochtabank.ru/
"УЛ. ЛИПОВЫЙ ПАРК Д.8, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.569942,37.487622,,,74955321300,,108801,,,,https://www.pochtabank.ru/
"п. Подсобного хозяйства Воскресенское, дом 27, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.52995,37.443057,,,74955321300,,108803,,,,https://www.pochtabank.ru/
"УЛ. ЛЕНИНА Д.4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.601406,37.16651,,,74955321300,,108804,,,,https://www.pochtabank.ru/
"д Яковлевское, д. 24, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.464912,36.943899,,,74955321300,,108805,,,,https://www.pochtabank.ru/
"ул Центральная, д. 100, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.521715,37.220966,,,74955321300,,108807,,,,https://www.pochtabank.ru/
"ул Парковая, д. 6, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.534255,37.16068,,,74955321300,,108808,,,,https://www.pochtabank.ru/
"ул Липовая Аллея, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.595684,37.208075,,,74955321300,,108809,,,,https://www.pochtabank.ru/
"п Совхоза Крёкшино, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.595913,37.108937,,,74955321300,,108810,,,,https://www.pochtabank.ru/
"МКР. 1-Й Д.48, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.602993,37.347494,,,74955321300,,108811,,,,https://www.pochtabank.ru/
"км Киевское шоссе 22-й (п Московский), двлд. 6, стр. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.633785,37.431989,,,74955321300,,108812,,,,https://www.pochtabank.ru/
"п Коммунарка, д. 14, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.568802,37.478351,,,74955321300,,108814,,,,https://www.pochtabank.ru/
"Погодина ул., дом 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.657311,37.334352,,,74955321300,,108816,,,,https://www.pochtabank.ru/
"Ленина ул., дом 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.636651,37.259639,,,74955321300,,108817,,,,https://www.pochtabank.ru/
"ул Офицерская, д. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.504848223,37.338547,,,74955321300,,108818,,,,https://www.pochtabank.ru/
"п завода Мосрентген, д. 32, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.620321,37.47271,,,74955321300,,108820,,,,https://www.pochtabank.ru/
"п Валуево, д. 14, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.575933,37.352435,,,74955321300,,108821,,,,https://www.pochtabank.ru/
"ул Высокая, д. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.449281,37.521084,,,74955321300,,108822,,,,https://www.pochtabank.ru/
"п Знамя Октября, д. 13, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.474163,37.544396,,,74955321300,,108823,,,,https://www.pochtabank.ru/
"ул Барышевская Роща, д. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.50054,37.541871,,,74955321300,,108824,,,,https://www.pochtabank.ru/
"п Щапово, д. 13, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.417153,37.40716,,,74955321300,,108825,,,,https://www.pochtabank.ru/
"ул Центральная, д. 4А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.373542,37.379618,,,74955321300,,108827,,,,https://www.pochtabank.ru/
"ул Заводская, д. 25, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.430947,37.276213,,,74955321300,,108828,,,,https://www.pochtabank.ru/
"ул Мичурина, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.325631,37.348895,,,74955321300,,108829,,,,https://www.pochtabank.ru/
"мкр Центральный, д. 16, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.315965,37.177901,,,74955321300,,108830,,,,https://www.pochtabank.ru/
"УЛ. БАРЫШЕВСКАЯ РОЩА Д.2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.50054,37.541871,,,74955321300,,108831,,,,https://www.pochtabank.ru/
"п Шишкин Лес, д. 16, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.41167,37.185573,,,74955321300,,108833,,,,https://www.pochtabank.ru/
"ул Юбилейная, д. 1А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.214681,37.074199,,,74955321300,,108835,,,,https://www.pochtabank.ru/
"ул 3-я Нововатутинская, д. 13, корп. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.51829,37.345203,,,74955321300,,108836,,,,https://www.pochtabank.ru/
"Б-Р. СИРЕНЕВЫЙ Д.15, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.47152,37.29567,,,74955321300,,108840,,,,https://www.pochtabank.ru/
"мкр В, д. 37, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.486392,37.306459,,,74955321300,,108841,,,,https://www.pochtabank.ru/
"УЛ. ЛЁТЧИКА УЛЬЯНИНА Д.5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.625903,37.307142,,,74955321300,,108850,,,,https://www.pochtabank.ru/
"УЛ. СИМФЕРОПОЛЬСКАЯ Д.4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.507718,37.57148,,,74955321300,,108851,,,,https://www.pochtabank.ru/
"ул Остафьевская, д. 10, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.512495,37.531864,,,74955321300,,108852,,,,https://www.pochtabank.ru/
"ул Александра Солженицына, д. 24, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.743715,37.662641,,,74955321300,,109004,,,,https://www.pochtabank.ru/
"УЛ. НИКОЛЬСКАЯ Д.7, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.756133,37.620492,,,74955321300,,109012,,,,https://www.pochtabank.ru/
"ул Яузская, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.749476,37.645133,,,74955321300,,109028,,,,https://www.pochtabank.ru/
"ул Калитниковская М., д. 22, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.733153,37.683976,,,74955321300,,109029,,,,https://www.pochtabank.ru/
"УЛ. 2-Я ДУБРОВСКАЯ Д.1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.729488,37.6706,,,74955321300,,109044,,,,https://www.pochtabank.ru/
"УЛ. НИЖЕГОРОДСКАЯ Д.92, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.730639,37.721193,,,74955321300,,109052,,,,https://www.pochtabank.ru/
"ул Окская, д. 16, корп. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.71159,37.755302,,,74955321300,,109117,,,,https://www.pochtabank.ru/
"пр-кт Волгоградский, д. 88, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.704453,37.769244,,,74955321300,,109125,,,,https://www.pochtabank.ru/
"ул Текстильщиков 8-я, д. 7А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.704524,37.74322,,,74955321300,,109129,,,,https://www.pochtabank.ru/
"Б-Р. НОВОЧЕРКАССКИЙ Д.44, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.646284,37.737542,,,74955321300,,109144,,,,https://www.pochtabank.ru/
"б-р Жулебинский, д. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.699477,37.842358,,,74955321300,,109145,,,,https://www.pochtabank.ru/
"УЛ. МАРКСИСТСКАЯ Д.9, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.734871,37.668156,,,74955321300,,109147,,,,https://www.pochtabank.ru/
"Б-Р. ЖУЛЕБИНСКИЙ Д.28, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.689725,37.854755,,,74955321300,,109156,,,,https://www.pochtabank.ru/
"ш Перовское, д. 18/1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.736047,37.752526,,,74955321300,,109202,,,,https://www.pochtabank.ru/
"ул Курьяновская 1-я, д. 26/1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.653639,37.701008,,,74955321300,,109235,,,,https://www.pochtabank.ru/
"наб Котельническая, д. 1/15, корп. В, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.747951,37.643821,,,74955321300,,109240,,,,https://www.pochtabank.ru/
"УЛ. 7-Я ТЕКСТИЛЬЩИКОВ Д.4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.698655,37.746535,,,74955321300,,109263,,,,https://www.pochtabank.ru/
"ПР-КТ. ВОЛГОГРАДСКИЙ Д.17, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.728586,37.67899,,,74955321300,,109316,,,,https://www.pochtabank.ru/
"УЛ. ПЕРЕРВА Д.56/2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.65785,37.747729,,,74955321300,,109341,,,,https://www.pochtabank.ru/
"УЛ. ПЕРЕРВА Д.24, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.651552,37.730562,,,74955321300,,109369,,,,https://www.pochtabank.ru/
"УЛ. 1-Я НОВОКУЗЬМИНСКАЯ Д.15/5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.715134,37.789429,,,74955321300,,109377,,,,https://www.pochtabank.ru/
"б-р Есенинский, д. 1/26, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.707699,37.781811,,,74955321300,,109378,,,,https://www.pochtabank.ru/
"ул Головачёва, д. 15, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.673357,37.810396,,,74955321300,,109380,,,,https://www.pochtabank.ru/
"УЛ. ЛЮБЛИНСКАЯ Д.129/2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.672077,37.74039,,,74955321300,,109382,,,,https://www.pochtabank.ru/
"ул Шоссейная, д. 66, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.673057,37.721759,,,74955321300,,109383,,,,https://www.pochtabank.ru/
"б-р Тихорецкий, д. 2, корп. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.679027,37.77643,,,74955321300,,109384,,,,https://www.pochtabank.ru/
"УЛ. НОВОРОССИЙСКАЯ Д.8, стр. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.679448,37.759623,,,74955321300,,109386,,,,https://www.pochtabank.ru/
"УЛ. ЮНЫХ ЛЕНИНЦЕВ Д.3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.699593,37.73597,,,74955321300,,109390,,,,https://www.pochtabank.ru/
"УЛ. МИХАЙЛОВА Д.39, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.723648,37.78006,,,74955321300,,109428,,,,https://www.pochtabank.ru/
"КВ-Л. КАПОТНЯ 2-Й Д.22, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.638257,37.800865,,,74955321300,,109429,,,,https://www.pochtabank.ru/
"УЛ. АВИАКОНСТРУКТОРА МИЛЯ Д.4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.686137,37.849841,,,74955321300,,109431,,,,https://www.pochtabank.ru/
"пр-кт Волгоградский, д. 122, корп. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.702744,37.781775,,,74955321300,,109439,,,,https://www.pochtabank.ru/
"ПР-КТ. ВОЛГОГРАДСКИЙ Д.88, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.704453,37.769244,,,74955321300,,109443,,,,https://www.pochtabank.ru/
"УЛ. ТАШКЕНТСКАЯ Д.15/22, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.703936,37.817789,,,74955321300,,109444,,,,https://www.pochtabank.ru/
"УЛ. МАРШАЛА ЧУЙКОВА Д.14, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.701734,37.762507,,,74955321300,,109462,,,,https://www.pochtabank.ru/
"пр-кт Волгоградский, д. 122, корп. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.702744,37.781775,,,74955321300,,109472,,,,https://www.pochtabank.ru/
"пр-кт Рязанский, д. 82, корп. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.708557,37.825856,,,74955321300,,109507,,,,https://www.pochtabank.ru/
"УЛ. ГРАЙВОРОНОВСКАЯ Д.14, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.719105,37.732898,,,74955321300,,109518,,,,https://www.pochtabank.ru/
"УЛ. РАБОЧАЯ Д.4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.745169,37.681155,,,74955321300,,109544,,,,https://www.pochtabank.ru/
"УЛ. ГУРЬЯНОВА Д.2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.693627,37.719639,,,74955321300,,109548,,,,https://www.pochtabank.ru/
"УЛ. СОВХОЗНАЯ Д.12, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.677387,37.763324,,,74955321300,,109559,,,,https://www.pochtabank.ru/
"кв-л 5-й Капотня, д. 22, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.638257,37.800865,,,74955321300,,109649,,,,https://www.pochtabank.ru/
"Б-Р. НОВОЧЕРКАССКИЙ Д.5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.647366,37.720501,,,74955321300,,109651,,,,https://www.pochtabank.ru/
"УЛ. НОВОМАРЬИНСКАЯ Д.4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.651084,37.748996,,,74955321300,,109652,,,,https://www.pochtabank.ru/
"УЛ. БОРОВАЯ Д.20, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.766866,37.716791,,,74955321300,,111020,,,,https://www.pochtabank.ru/
"ш Энтузиастов, д. 22/18, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,55.750499,37.717438,,,74955321300,,111024,,,,https://www.pochtabank.ru/
